1200.0,a5215a7a9f46c4185b12f38e9ddf2abc,AC,1
961.5999755859375,cf8587a915960e2a8b57c5db574239ad,AC,2
839.989990234375,"6767719f80aabbbf16ab2491899c32d9",AC,3
809.0999755859375,fe59a1e006df3ac42bf0ceb876d70969,AC,4
549.0,a082e9e8862e9af2f5a67c2dd1594010,AC,5
1688.0,"4d0322b5ddf89ce6a3564aca2e261a3a",AM,1
1340.0,a5215a7a9f46c4185b12f38e9ddf2abc,AM,2
1190.6500244140625,b3bcd6f54c943fecf8f51e0b988e5cc9,AM,3
699.989990234375,b9a96cfeeea8e470af6d87627be50e10,AM,4
580.27001953125,"78819ab10b4a44927c832a21c06849e0",AM,5
1437.0,"588531f8ec37e7d5ff5b7b22ea0488f8",AP,1
1358.239990234375,e46d3c8d60e3f8b382b6f239e5af08ac,AP,2
949.9000244140625,"48ceb46f15a81d0d872c973bfbe3055d",AP,3
798.0,b914a18d4547eff292fedeccc82faec6,AP,4
589.989990234375,c75a6578b6475cf760d40cb340b3971c,AP,5
2400.0,e9e425171123c1c10c30c2c7379b9544,RO,1
1999.0,"0433830caca22b01a0f477d31307b043",RO,2
1429.9000244140625,"933f4f76eae38d2a97ecfb7c6355f0bc",RO,3
1319.9000244140625,"5911ffedc1c50c813140e8a27035f2bf",RO,4
1299.9000244140625,bc4cd4da98dd128c39bf0b8c2674032f,RO,5
949.9000244140625,"25c38557cf793876c5abdd5931f922db",RR,1
699.0,"28609f55cdcc0e20aa621696e53c7075",RR,2
539.9000244140625,b9ac7314894a193a11fd3150f8c69307,RR,3
539.7999877929688,ba92b5a0701d2f820ba6ca8f8c86294f,RR,4
403.1000061035156,"28e6a89f22da7a12c26de9eaac8631a2",RR,5
